transaction_id,status,exception_type,severity,explanation,evidence,difference,recommended_action
TXN00757,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00758,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00759,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00760,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00761,EXCEPTION,AMOUNT_MISMATCH,HIGH,The settlement amount does not match the clean reference amount.,"Expected settlement: ₹5,857.42; actual settlement: ₹5,757.42; difference: ₹100.00.",100.0,Compare the expected and actual settlement amounts and investigate the difference.
TXN00762,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00763,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00764,EXCEPTION,MISSING_SETTLEMENT,HIGH,No settlement record was found for transaction TXN00764.,Settlement records found: 0; payment total: ₹199.00.,199.0,Verify the settlement batch and check whether the transaction is still pending.
TXN00765,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00766,EXCEPTION,DUPLICATE_SETTLEMENT,MEDIUM,"Multiple settlement records were found for transaction TXN00766, including a duplicate settlement.","Settlement records: 2; total settlement amount: ₹1,569.72.",-28.28,Verify the duplicate settlement entries and investigate possible over-settlement.
TXN00767,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00768,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00769,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00770,EXCEPTION,WRONG_TRANSACTION_REFERENCE,MEDIUM,The bank reference does not match transaction TXN00770.,Bank reference: TXN00135.,0.0,Verify the bank reference and correct the transaction mapping if required.
TXN00771,EXCEPTION,AMOUNT_MISMATCH,HIGH,The settlement amount does not match the clean reference amount.,Expected settlement: ₹984.85; actual settlement: ₹234.85; difference: ₹750.00.,750.0,Compare the expected and actual settlement amounts and investigate the difference.
TXN00772,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00773,EXCEPTION,MISSING_PAYMENT,HIGH,No payment record was found for transaction TXN00773.,Payment records found: 0; order/payment amount available for reconciliation.,1999.0,Verify payment gateway records and confirm whether the payment was received.
TXN00774,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00775,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00776,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00777,EXCEPTION,AMOUNT_MISMATCH,HIGH,The settlement amount does not match the clean reference amount.,"Expected settlement: ₹7,857.42; actual settlement: ₹7,107.42; difference: ₹750.00.",750.0,Compare the expected and actual settlement amounts and investigate the difference.
TXN00778,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00779,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00780,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00781,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00782,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00783,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00784,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00785,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00786,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00787,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00788,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00789,EXCEPTION,REFUND,HIGH,A refund was recorded for transaction TXN00789.,Refund amount: ₹599.90.,599.9,Verify the refund authorization and confirm that the refund amount is correct.
TXN00790,EXCEPTION,MISSING_PAYMENT,HIGH,No payment record was found for transaction TXN00790.,Payment records found: 0; order/payment amount available for reconciliation.,1499.0,Verify payment gateway records and confirm whether the payment was received.
TXN00791,EXCEPTION,AMOUNT_MISMATCH,HIGH,The settlement amount does not match the clean reference amount.,Expected settlement: ₹981.32; actual settlement: ₹731.32; difference: ₹250.00.,250.0,Compare the expected and actual settlement amounts and investigate the difference.
TXN00792,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00793,EXCEPTION,DUPLICATE_PAYMENT,MEDIUM,"Multiple payment records were found for transaction TXN00793, including a duplicate payment.","Payment records: 2; total payment amount: ₹7,998.00.",3999.0,Verify the duplicate payment records and determine whether a reversal or refund is required.
TXN00794,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00795,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00796,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00797,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00798,EXCEPTION,MISSING_PAYMENT,HIGH,No payment record was found for transaction TXN00798.,Payment records found: 0; order/payment amount available for reconciliation.,799.0,Verify payment gateway records and confirm whether the payment was received.
TXN00799,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00800,EXCEPTION,REFUND,HIGH,A refund was recorded for transaction TXN00800.,Refund amount: ₹749.75.,749.75,Verify the refund authorization and confirm that the refund amount is correct.
TXN00801,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00802,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00803,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00804,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00805,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00806,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00807,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00808,EXCEPTION,PARTIAL_SETTLEMENT,MEDIUM,The settlement amount is lower than the expected gross settlement amount.,"Gross settlement: ₹3,999.00; actual net settlement: ₹1,999.50; difference: ₹1,999.50.",1999.5,Verify whether the remaining amount is pending or was incorrectly settled.
TXN00809,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00810,EXCEPTION,AMOUNT_MISMATCH,HIGH,The settlement amount does not match the clean reference amount.,"Expected settlement: ₹2,469.51; actual settlement: ₹2,219.51; difference: ₹250.00.",250.0,Compare the expected and actual settlement amounts and investigate the difference.
TXN00811,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00812,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00813,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00814,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00815,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00816,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00817,EXCEPTION,INCORRECT_FEE,MEDIUM,The settlement fee differs from the expected fee structure.,"Gross amount: ₹4,999.00; fee charged: ₹349.93.",349.93,Compare the charged settlement fee with the expected fee structure.
TXN00818,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00819,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00820,EXCEPTION,PARTIAL_SETTLEMENT,MEDIUM,The settlement amount is lower than the expected gross settlement amount.,"Gross settlement: ₹1,499.00; actual net settlement: ₹1,199.20; difference: ₹299.80.",299.8,Verify whether the remaining amount is pending or was incorrectly settled.
TXN00821,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00822,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00823,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00824,EXCEPTION,REFUND,HIGH,A refund was recorded for transaction TXN00824.,Refund amount: ₹374.75.,374.75,Verify the refund authorization and confirm that the refund amount is correct.
TXN00825,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00826,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00827,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00828,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00829,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00830,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00831,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00832,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00833,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00834,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00835,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00836,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00837,EXCEPTION,REFUND,HIGH,A refund was recorded for transaction TXN00837.,"Refund amount: ₹1,499.75.",1499.75,Verify the refund authorization and confirm that the refund amount is correct.
TXN00838,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00839,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00840,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00841,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00842,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00843,EXCEPTION,DUPLICATE_PAYMENT,MEDIUM,"Multiple payment records were found for transaction TXN00843, including a duplicate payment.","Payment records: 2; total payment amount: ₹4,998.00.",2499.0,Verify the duplicate payment records and determine whether a reversal or refund is required.
TXN00844,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00845,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00846,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00847,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00848,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00849,EXCEPTION,FAILED_PAYMENT,HIGH,The payment associated with transaction TXN00849 is marked as FAILED.,"Payment total: ₹2,499.00; payment status: FAILED.",2499.0,Verify the payment status and determine whether a retry or customer follow-up is required.
TXN00850,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00851,EXCEPTION,DATE_MISMATCH,LOW,The payment date differs from the clean reference payment date.,Actual payment date: 2026-03-29; reference payment date: 2026-03-19.,0.0,Verify the payment processing date against the source payment record.
TXN00852,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00853,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00854,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00855,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00856,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00857,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00858,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00859,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00860,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00861,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00862,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00863,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00864,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00865,EXCEPTION,REFUND,HIGH,A refund was recorded for transaction TXN00865.,"Refund amount: ₹1,199.70.",1199.7,Verify the refund authorization and confirm that the refund amount is correct.
TXN00866,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00867,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00868,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00869,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00870,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00871,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00872,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00873,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00874,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00875,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00876,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00877,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00878,EXCEPTION,REFUND,HIGH,A refund was recorded for transaction TXN00878.,Refund amount: ₹39.80.,39.8,Verify the refund authorization and confirm that the refund amount is correct.
TXN00879,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00880,EXCEPTION,MISSING_SETTLEMENT,HIGH,No settlement record was found for transaction TXN00880.,"Settlement records found: 0; payment total: ₹1,499.00.",1499.0,Verify the settlement batch and check whether the transaction is still pending.
TXN00881,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00882,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00883,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00884,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00885,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00886,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00887,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00888,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00889,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00890,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00891,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00892,EXCEPTION,DUPLICATE_PAYMENT,MEDIUM,"Multiple payment records were found for transaction TXN00892, including a duplicate payment.","Payment records: 2; total payment amount: ₹11,998.00.",5999.0,Verify the duplicate payment records and determine whether a reversal or refund is required.
TXN00893,EXCEPTION,DATE_MISMATCH,LOW,The payment date differs from the clean reference payment date.,Actual payment date: 2026-05-18; reference payment date: 2026-05-08.,0.0,Verify the payment processing date against the source payment record.
TXN00894,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00895,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00896,EXCEPTION,AMOUNT_MISMATCH,HIGH,The settlement amount does not match the clean reference amount.,Expected settlement: ₹196.18; actual settlement: ₹0.00; difference: ₹196.18.,196.18,Compare the expected and actual settlement amounts and investigate the difference.
TXN00897,EXCEPTION,DUPLICATE_PAYMENT,MEDIUM,"Multiple payment records were found for transaction TXN00897, including a duplicate payment.","Payment records: 2; total payment amount: ₹7,998.00.",3999.0,Verify the duplicate payment records and determine whether a reversal or refund is required.
TXN00898,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00899,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00900,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00901,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00902,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00903,EXCEPTION,CHARGEBACK,HIGH,A chargeback was recorded for transaction TXN00903.,"Chargeback amount: ₹2,999.25.",2999.25,Review the chargeback and associated dispute record.
TXN00904,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00905,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00906,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00907,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00908,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00909,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00910,EXCEPTION,DUPLICATE_SETTLEMENT,MEDIUM,"Multiple settlement records were found for transaction TXN00910, including a duplicate settlement.","Settlement records: 2; total settlement amount: ₹1,950.84.",-47.16,Verify the duplicate settlement entries and investigate possible over-settlement.
TXN00911,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00912,EXCEPTION,DUPLICATE_PAYMENT,MEDIUM,"Multiple payment records were found for transaction TXN00912, including a duplicate payment.",Payment records: 2; total payment amount: ₹398.00.,199.0,Verify the duplicate payment records and determine whether a reversal or refund is required.
TXN00913,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00914,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00915,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00916,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00917,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00918,EXCEPTION,UNKNOWN_ADJUSTMENT,MEDIUM,An unexpected settlement adjustment was recorded for transaction TXN00918.,Adjustment amount: ₹100.00.,100.0,Review the adjustment entry and identify its source.
TXN00919,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00920,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00921,EXCEPTION,CHARGEBACK,HIGH,A chargeback was recorded for transaction TXN00921.,"Chargeback amount: ₹2,999.00.",2999.0,Review the chargeback and associated dispute record.
TXN00922,EXCEPTION,SETTLEMENT_DELAY,LOW,The settlement date differs from the clean reference settlement date.,Actual settlement date: 2026-06-05; reference settlement date: 2026-05-31.,0.0,Check settlement processing status and investigate the settlement delay.
TXN00923,EXCEPTION,AMOUNT_MISMATCH,HIGH,The settlement amount does not match the clean reference amount.,"Expected settlement: ₹5,857.42; actual settlement: ₹5,107.42; difference: ₹750.00.",750.0,Compare the expected and actual settlement amounts and investigate the difference.
TXN00924,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00925,EXCEPTION,MISSING_PAYMENT,HIGH,No payment record was found for transaction TXN00925.,Payment records found: 0; order/payment amount available for reconciliation.,2999.0,Verify payment gateway records and confirm whether the payment was received.
TXN00926,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00927,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00928,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00929,EXCEPTION,FAILED_PAYMENT,HIGH,The payment associated with transaction TXN00929 is marked as FAILED.,"Payment total: ₹1,499.00; payment status: FAILED.",1499.0,Verify the payment status and determine whether a retry or customer follow-up is required.
TXN00930,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00931,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00932,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00933,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00934,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00935,EXCEPTION,FAILED_PAYMENT,HIGH,The payment associated with transaction TXN00935 is marked as FAILED.,"Payment total: ₹2,999.00; payment status: FAILED.",2999.0,Verify the payment status and determine whether a retry or customer follow-up is required.
TXN00936,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00937,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00938,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
