transaction_id,exception_type,severity,difference,explanation,recommended_action,priority,resolution_category,next_step,escalation_required,ml_status,ml_exception_probability,ml_predicted_exception_type,ml_exception_type_probability,hybrid_decision,agent_decision,agent_decision_reason,action_type,action_status,requires_human,execution_mode,escalation_priority,escalation_reason,escalation_status,review_owner,escalation_mode
TXN00789,REFUND,HIGH,599.9,A refund was recorded for transaction TXN00789.,Verify the refund authorization and confirm that the refund amount is correct.,HIGH,REFUND_REVIEW,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,YES,EXCEPTION,1.0,REFUND,0.94,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity REFUND requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00790,MISSING_PAYMENT,HIGH,1499.0,No payment record was found for transaction TXN00790.,Verify payment gateway records and confirm whether the payment was received.,HIGH,PAYMENT_REVIEW,Verify the payment gateway records and confirm whether the payment was received.,YES,EXCEPTION,1.0,MISSING_PAYMENT,1.0,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity MISSING_PAYMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00791,AMOUNT_MISMATCH,HIGH,250.0,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,1.0,AMOUNT_MISMATCH,0.84,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity AMOUNT_MISMATCH requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00793,DUPLICATE_PAYMENT,MEDIUM,3999.0,"Multiple payment records were found for transaction TXN00793, including a duplicate payment.",Verify the duplicate payment records and determine whether a reversal or refund is required.,MEDIUM,DUPLICATE_REVIEW,Review the duplicate payment records and determine whether a reversal or refund is required.,YES,EXCEPTION,0.99,DUPLICATE_PAYMENT,0.96,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The DUPLICATE_PAYMENT exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00798,MISSING_PAYMENT,HIGH,799.0,No payment record was found for transaction TXN00798.,Verify payment gateway records and confirm whether the payment was received.,HIGH,PAYMENT_REVIEW,Verify the payment gateway records and confirm whether the payment was received.,YES,EXCEPTION,1.0,MISSING_PAYMENT,0.99,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity MISSING_PAYMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00800,REFUND,HIGH,749.75,A refund was recorded for transaction TXN00800.,Verify the refund authorization and confirm that the refund amount is correct.,HIGH,REFUND_REVIEW,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,YES,EXCEPTION,1.0,REFUND,0.94,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity REFUND requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00808,PARTIAL_SETTLEMENT,MEDIUM,1999.5,The settlement amount is lower than the expected gross settlement amount.,Verify whether the remaining amount is pending or was incorrectly settled.,MEDIUM,SETTLEMENT_REVIEW,Verify whether the remaining settlement amount is pending or was incorrectly omitted.,YES,EXCEPTION,0.975,PARTIAL_SETTLEMENT,0.82,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The PARTIAL_SETTLEMENT exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00810,AMOUNT_MISMATCH,HIGH,250.0,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.98,AMOUNT_MISMATCH,0.685,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity AMOUNT_MISMATCH requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00820,PARTIAL_SETTLEMENT,MEDIUM,299.8,The settlement amount is lower than the expected gross settlement amount.,Verify whether the remaining amount is pending or was incorrectly settled.,MEDIUM,SETTLEMENT_REVIEW,Verify whether the remaining settlement amount is pending or was incorrectly omitted.,YES,EXCEPTION,0.975,PARTIAL_SETTLEMENT,0.68,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The PARTIAL_SETTLEMENT exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00824,REFUND,HIGH,374.75,A refund was recorded for transaction TXN00824.,Verify the refund authorization and confirm that the refund amount is correct.,HIGH,REFUND_REVIEW,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,YES,EXCEPTION,1.0,REFUND,0.95,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity REFUND requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00837,REFUND,HIGH,1499.75,A refund was recorded for transaction TXN00837.,Verify the refund authorization and confirm that the refund amount is correct.,HIGH,REFUND_REVIEW,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,YES,EXCEPTION,0.995,REFUND,0.915,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity REFUND requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00843,DUPLICATE_PAYMENT,MEDIUM,2499.0,"Multiple payment records were found for transaction TXN00843, including a duplicate payment.",Verify the duplicate payment records and determine whether a reversal or refund is required.,MEDIUM,DUPLICATE_REVIEW,Review the duplicate payment records and determine whether a reversal or refund is required.,YES,EXCEPTION,1.0,DUPLICATE_PAYMENT,0.87,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The DUPLICATE_PAYMENT exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00849,FAILED_PAYMENT,HIGH,2499.0,The payment associated with transaction TXN00849 is marked as FAILED.,Verify the payment status and determine whether a retry or customer follow-up is required.,HIGH,PAYMENT_REVIEW,Verify the payment failure status and determine whether the payment should be retried or followed up.,YES,EXCEPTION,0.97,FAILED_PAYMENT,0.855,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity FAILED_PAYMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00865,REFUND,HIGH,1199.7,A refund was recorded for transaction TXN00865.,Verify the refund authorization and confirm that the refund amount is correct.,HIGH,REFUND_REVIEW,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,YES,EXCEPTION,1.0,REFUND,0.965,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity REFUND requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00878,REFUND,HIGH,39.8,A refund was recorded for transaction TXN00878.,Verify the refund authorization and confirm that the refund amount is correct.,HIGH,REFUND_REVIEW,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,YES,EXCEPTION,0.955,REFUND,0.695,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity REFUND requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00880,MISSING_SETTLEMENT,HIGH,1499.0,No settlement record was found for transaction TXN00880.,Verify the settlement batch and check whether the transaction is still pending.,HIGH,SETTLEMENT_REVIEW,Verify the settlement batch and check whether the transaction is still pending.,YES,EXCEPTION,1.0,MISSING_SETTLEMENT,1.0,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity MISSING_SETTLEMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00892,DUPLICATE_PAYMENT,MEDIUM,5999.0,"Multiple payment records were found for transaction TXN00892, including a duplicate payment.",Verify the duplicate payment records and determine whether a reversal or refund is required.,MEDIUM,DUPLICATE_REVIEW,Review the duplicate payment records and determine whether a reversal or refund is required.,YES,EXCEPTION,0.995,DUPLICATE_PAYMENT,0.96,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The DUPLICATE_PAYMENT exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00896,AMOUNT_MISMATCH,HIGH,196.18,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,0.995,AMOUNT_MISMATCH,0.835,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity AMOUNT_MISMATCH requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00897,DUPLICATE_PAYMENT,MEDIUM,3999.0,"Multiple payment records were found for transaction TXN00897, including a duplicate payment.",Verify the duplicate payment records and determine whether a reversal or refund is required.,MEDIUM,DUPLICATE_REVIEW,Review the duplicate payment records and determine whether a reversal or refund is required.,YES,EXCEPTION,1.0,DUPLICATE_PAYMENT,0.965,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The DUPLICATE_PAYMENT exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00903,CHARGEBACK,HIGH,2999.25,A chargeback was recorded for transaction TXN00903.,Review the chargeback and associated dispute record.,HIGH,DISPUTE_REVIEW,"Review the chargeback record, dispute reason, and supporting transaction information.",YES,EXCEPTION,1.0,CHARGEBACK,0.915,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity CHARGEBACK requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00910,DUPLICATE_SETTLEMENT,MEDIUM,-47.16,"Multiple settlement records were found for transaction TXN00910, including a duplicate settlement.",Verify the duplicate settlement entries and investigate possible over-settlement.,MEDIUM,DUPLICATE_REVIEW,Review the settlement records and determine whether the transaction was settled more than once.,YES,EXCEPTION,0.975,DUPLICATE_SETTLEMENT,0.955,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The DUPLICATE_SETTLEMENT exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00912,DUPLICATE_PAYMENT,MEDIUM,199.0,"Multiple payment records were found for transaction TXN00912, including a duplicate payment.",Verify the duplicate payment records and determine whether a reversal or refund is required.,MEDIUM,DUPLICATE_REVIEW,Review the duplicate payment records and determine whether a reversal or refund is required.,YES,EXCEPTION,0.98,DUPLICATE_PAYMENT,0.79,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The DUPLICATE_PAYMENT exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00918,UNKNOWN_ADJUSTMENT,MEDIUM,100.0,An unexpected settlement adjustment was recorded for transaction TXN00918.,Review the adjustment entry and identify its source.,MEDIUM,ADJUSTMENT_REVIEW,Review the adjustment entry and identify its source and business reason.,YES,EXCEPTION,0.695,UNKNOWN_ADJUSTMENT,0.695,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The UNKNOWN_ADJUSTMENT exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00921,CHARGEBACK,HIGH,2999.0,A chargeback was recorded for transaction TXN00921.,Review the chargeback and associated dispute record.,HIGH,DISPUTE_REVIEW,"Review the chargeback record, dispute reason, and supporting transaction information.",YES,EXCEPTION,0.995,CHARGEBACK,0.955,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity CHARGEBACK requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00923,AMOUNT_MISMATCH,HIGH,750.0,The settlement amount does not match the clean reference amount.,Compare the expected and actual settlement amounts and investigate the difference.,HIGH,FINANCIAL_REVIEW,Compare the expected transaction amount with the actual settlement amount and identify the cause of the variance.,YES,EXCEPTION,1.0,AMOUNT_MISMATCH,0.795,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity AMOUNT_MISMATCH requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00925,MISSING_PAYMENT,HIGH,2999.0,No payment record was found for transaction TXN00925.,Verify payment gateway records and confirm whether the payment was received.,HIGH,PAYMENT_REVIEW,Verify the payment gateway records and confirm whether the payment was received.,YES,EXCEPTION,1.0,MISSING_PAYMENT,1.0,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity MISSING_PAYMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00929,FAILED_PAYMENT,HIGH,1499.0,The payment associated with transaction TXN00929 is marked as FAILED.,Verify the payment status and determine whether a retry or customer follow-up is required.,HIGH,PAYMENT_REVIEW,Verify the payment failure status and determine whether the payment should be retried or followed up.,YES,EXCEPTION,0.905,FAILED_PAYMENT,0.93,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity FAILED_PAYMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00935,FAILED_PAYMENT,HIGH,2999.0,The payment associated with transaction TXN00935 is marked as FAILED.,Verify the payment status and determine whether a retry or customer follow-up is required.,HIGH,PAYMENT_REVIEW,Verify the payment failure status and determine whether the payment should be retried or followed up.,YES,EXCEPTION,0.97,FAILED_PAYMENT,0.91,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity FAILED_PAYMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00940,FAILED_PAYMENT,HIGH,5999.0,The payment associated with transaction TXN00940 is marked as FAILED.,Verify the payment status and determine whether a retry or customer follow-up is required.,HIGH,PAYMENT_REVIEW,Verify the payment failure status and determine whether the payment should be retried or followed up.,YES,EXCEPTION,0.96,FAILED_PAYMENT,0.905,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity FAILED_PAYMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00941,MISSING_PAYMENT,HIGH,2499.0,No payment record was found for transaction TXN00941.,Verify payment gateway records and confirm whether the payment was received.,HIGH,PAYMENT_REVIEW,Verify the payment gateway records and confirm whether the payment was received.,YES,EXCEPTION,1.0,MISSING_PAYMENT,0.995,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity MISSING_PAYMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00943,CHARGEBACK,HIGH,1999.5,A chargeback was recorded for transaction TXN00943.,Review the chargeback and associated dispute record.,HIGH,DISPUTE_REVIEW,"Review the chargeback record, dispute reason, and supporting transaction information.",YES,EXCEPTION,1.0,CHARGEBACK,0.775,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity CHARGEBACK requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00945,FAILED_PAYMENT,HIGH,1999.0,The payment associated with transaction TXN00945 is marked as FAILED.,Verify the payment status and determine whether a retry or customer follow-up is required.,HIGH,PAYMENT_REVIEW,Verify the payment failure status and determine whether the payment should be retried or followed up.,YES,EXCEPTION,0.965,FAILED_PAYMENT,0.89,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity FAILED_PAYMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00950,REFUND,HIGH,599.8,A refund was recorded for transaction TXN00950.,Verify the refund authorization and confirm that the refund amount is correct.,HIGH,REFUND_REVIEW,Verify the refund authorization and confirm that the refund amount and transaction reference are correct.,YES,EXCEPTION,1.0,REFUND,0.865,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity REFUND requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00960,FAILED_PAYMENT,HIGH,1499.0,The payment associated with transaction TXN00960 is marked as FAILED.,Verify the payment status and determine whether a retry or customer follow-up is required.,HIGH,PAYMENT_REVIEW,Verify the payment failure status and determine whether the payment should be retried or followed up.,YES,EXCEPTION,0.97,FAILED_PAYMENT,0.825,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity FAILED_PAYMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00966,MISSING_SETTLEMENT,HIGH,5999.0,No settlement record was found for transaction TXN00966.,Verify the settlement batch and check whether the transaction is still pending.,HIGH,SETTLEMENT_REVIEW,Verify the settlement batch and check whether the transaction is still pending.,YES,EXCEPTION,1.0,MISSING_SETTLEMENT,1.0,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,URGENT,High-severity MISSING_SETTLEMENT requires human financial review.,OPEN,RECONCILIATION_TEAM,SIMULATED
TXN00992,WRONG_TRANSACTION_REFERENCE,MEDIUM,0.0,The bank reference does not match transaction TXN00992.,Verify the bank reference and correct the transaction mapping if required.,MEDIUM,REFERENCE_REVIEW,"Verify the transaction reference across the payment, bank, and settlement records.",YES,EXCEPTION,0.685,WRONG_TRANSACTION_REFERENCE,0.655,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,YES,SIMULATED,HIGH,The WRONG_TRANSACTION_REFERENCE exception requires human review according to the reconciliation resolution policy.,OPEN,RECONCILIATION_TEAM,SIMULATED
